"","date","BEN","CH4","CO","EBE","NMHC","NO","NO_2","NOx","O_3","PM10","PM25","SO_2","TCH","TOL","station","elevation"
"52337","2018-01-02 22:00:00",NA,NA,NA,NA,NA,36,58,113,NA,9,7,NA,NA,NA,28079050,728
"52338","2018-01-02 22:00:00",NA,NA,NA,NA,NA,10,56,72,12,NA,NA,NA,NA,NA,28079054,627
"52339","2018-01-02 22:00:00",1.20000004768372,1.22000002861023,NA,0.100000001490116,0.0799999982118607,43,81,147,NA,19,NA,NA,1.29999995231628,3.70000004768372,28079055,618
"52340","2018-01-02 22:00:00",NA,NA,0.600000023841858,NA,NA,118,93,274,3,NA,NA,NA,NA,NA,28079056,604
"52341","2018-01-02 22:00:00",NA,NA,0.400000005960464,NA,NA,12,59,78,NA,17,NA,2,NA,NA,28079057,700
"52342","2018-01-02 22:00:00",NA,NA,NA,NA,NA,13,44,64,3,NA,NA,NA,NA,NA,28079058,615
"52343","2018-01-02 22:00:00",NA,NA,NA,NA,NA,4,50,56,16,NA,NA,NA,NA,NA,28079059,660
"52344","2018-01-02 22:00:00",NA,NA,NA,NA,NA,17,62,88,10,18,NA,NA,NA,NA,28079060,715
"52345","2018-01-02 23:00:00",NA,NA,0.5,NA,NA,26,55,95,NA,NA,NA,2,NA,NA,28079004,635
"52346","2018-01-02 23:00:00",1.39999997615814,1.41999995708466,0.600000023841858,0.5,0.0599999986588955,55,77,162,6,14,10,3,1.48000001907349,3.70000004768372,28079008,670
"52347","2018-01-02 23:00:00",0.600000023841858,NA,NA,0.100000001490116,NA,13,60,80,NA,NA,NA,NA,NA,1.10000002384186,28079011,708
"52348","2018-01-02 23:00:00",NA,NA,0.5,NA,NA,35,76,130,2,NA,NA,NA,NA,NA,28079016,693
"52349","2018-01-02 23:00:00",NA,NA,NA,NA,NA,6,46,56,15,NA,NA,3,NA,NA,28079017,604
"52350","2018-01-02 23:00:00",0.5,NA,0.300000011920929,0.200000002980232,NA,7,38,49,23,8,NA,6,NA,1.39999997615814,28079018,630
"52351","2018-01-02 23:00:00",0.400000005960464,1.13999998569489,0.200000002980232,0.100000001490116,0.0199999995529652,1,22,24,28,13,8,NA,1.1599999666214,0.5,28079024,642
"52352","2018-01-02 23:00:00",NA,NA,NA,NA,NA,37,80,136,1,NA,NA,NA,NA,NA,28079027,621
"52353","2018-01-02 23:00:00",NA,NA,0.800000011920929,NA,NA,13,48,68,5,NA,NA,7,NA,NA,28079035,659
"52354","2018-01-02 23:00:00",NA,NA,0.300000011920929,NA,NA,6,45,55,NA,20,NA,9,NA,NA,28079036,685
"52355","2018-01-02 23:00:00",0.600000023841858,NA,NA,0.300000011920929,NA,6,46,55,NA,10,7,3,NA,1.10000002384186,28079038,698
"52356","2018-01-02 23:00:00",NA,NA,0.5,NA,NA,33,65,116,5,NA,NA,NA,NA,NA,28079039,674
"52357","2018-01-02 23:00:00",NA,NA,NA,NA,NA,14,61,82,NA,22,NA,3,NA,NA,28079040,677
"52358","2018-01-02 23:00:00",NA,NA,NA,NA,NA,2,43,45,NA,12,6,NA,NA,NA,28079047,599
"52359","2018-01-02 23:00:00",NA,NA,NA,NA,NA,52,77,158,NA,13,8,NA,NA,NA,28079048,676
"52360","2018-01-02 23:00:00",NA,NA,NA,NA,NA,16,52,77,8,NA,NA,NA,NA,NA,28079049,662
"52361","2018-01-02 23:00:00",NA,NA,NA,NA,NA,27,50,92,NA,11,9,NA,NA,NA,28079050,728
"52362","2018-01-02 23:00:00",NA,NA,NA,NA,NA,6,43,53,17,NA,NA,NA,NA,NA,28079054,627
"52363","2018-01-02 23:00:00",1.20000004768372,1.23000001907349,NA,0.100000001490116,0.0799999982118607,39,76,135,NA,20,NA,NA,1.30999994277954,3.90000009536743,28079055,618
"52364","2018-01-02 23:00:00",NA,NA,0.300000011920929,NA,NA,32,54,103,15,NA,NA,NA,NA,NA,28079056,604
"52365","2018-01-02 23:00:00",NA,NA,0.300000011920929,NA,NA,7,41,51,NA,19,NA,1,NA,NA,28079057,700
"52366","2018-01-02 23:00:00",NA,NA,NA,NA,NA,23,46,81,2,NA,NA,NA,NA,NA,28079058,615
"52367","2018-01-02 23:00:00",NA,NA,NA,NA,NA,15,64,87,5,NA,NA,NA,NA,NA,28079059,660
"52368","2018-01-02 23:00:00",NA,NA,NA,NA,NA,6,38,47,NA,29,NA,NA,NA,NA,28079060,715
